label,form,ids,note
enrolled_and_partial/by_enrolment_group/HC,Neuropsychological,97,complete
enrolled_and_partial/by_enrolment_group/HC,Neuropsychological (CaPRI),13,complete
enrolled_and_partial/by_enrolment_group/HC,Neuropsychological V02,0,complete
enrolled_and_partial/by_enrolment_group/HC,PDQ 39,7,complete
enrolled_and_partial/by_enrolment_group/HC,PDQ 8,1,complete
enrolled_and_partial/by_enrolment_group/HC,Parkinson Severity Scale,1,complete
enrolled_and_partial/by_enrolment_group/HC,SCOPA,1,complete
enrolled_and_partial/by_enrolment_group/HC,Schwab & England,1,complete
enrolled_and_partial/by_enrolment_group/HC,Timed Up Go,0,complete
enrolled_and_partial/by_enrolment_group/HC,UPDRS 1.2 part 3,0,complete
enrolled_and_partial/by_determined_dx/0_PD,enrollment,1879,
enrolled_and_partial/by_determined_dx/0_PD,Apathy Evaluation Informant,0,complete
enrolled_and_partial/by_determined_dx/0_PD,Apathy Evaluation Self,0,complete
enrolled_and_partial/by_determined_dx/0_PD,Apathy Scale,182,complete
enrolled_and_partial/by_determined_dx/0_PD,BAI,47,complete
enrolled_and_partial/by_determined_dx/0_PD,BDII,423,complete
enrolled_and_partial/by_determined_dx/0_PD,Clinical,1806,complete
enrolled_and_partial/by_determined_dx/0_PD,Demographic,1738,complete
enrolled_and_partial/by_determined_dx/0_PD,EHI,396,complete
enrolled_and_partial/by_determined_dx/0_PD,Epidemiological,1879,no_completion_col
enrolled_and_partial/by_determined_dx/0_PD,Fatigue Severity Scale,181,complete
enrolled_and_partial/by_determined_dx/0_PD,FrSBe,0,complete
enrolled_and_partial/by_determined_dx/0_PD,MBIC,406,complete
enrolled_and_partial/by_determined_dx/0_PD,MBIC (CaPRI),303,complete
enrolled_and_partial/by_determined_dx/0_PD,MDS-UPDRS,1483,complete
enrolled_and_partial/by_determined_dx/0_PD,MDS-UPDRS-1,25,complete
enrolled_and_partial/by_determined_dx/0_PD,Medication,1760,complete
enrolled_and_partial/by_determined_dx/0_PD,MoCA,1548,complete
enrolled_and_partial/by_determined_dx/0_PD,MoCA-1,33,complete
enrolled_and_partial/by_determined_dx/0_PD,MoCA-2,1,complete
enrolled_and_partial/by_determined_dx/0_PD,Neuropsychological,301,complete
enrolled_and_partial/by_determined_dx/0_PD,Neuropsychological (CaPRI),121,complete
enrolled_and_partial/by_determined_dx/0_PD,Neuropsychological V02,35,complete
enrolled_and_partial/by_determined_dx/0_PD,PDQ 39,464,complete
enrolled_and_partial/by_determined_dx/0_PD,PDQ 8,186,complete
enrolled_and_partial/by_determined_dx/0_PD,Parkinson Severity Scale,185,complete
enrolled_and_partial/by_determined_dx/0_PD,SCOPA,184,complete
enrolled_and_partial/by_determined_dx/0_PD,Schwab & England,181,complete
enrolled_and_partial/by_determined_dx/0_PD,Timed Up Go,184,complete
enrolled_and_partial/by_determined_dx/0_PD,UPDRS 1.2 part 3,177,complete
enrolled_and_partial/by_determined_dx/1_PSP,enrollment,30,
enrolled_and_partial/by_determined_dx/1_PSP,Apathy Evaluation Informant,0,complete
enrolled_and_partial/by_determined_dx/1_PSP,Apathy Evaluation Self,0,complete
enrolled_and_partial/by_determined_dx/1_PSP,Apathy Scale,2,complete
enrolled_and_partial/by_determined_dx/1_PSP,BAI,0,complete
enrolled_and_partial/by_determined_dx/1_PSP,BDII,2,complete
enrolled_and_partial/by_determined_dx/1_PSP,Clinical,27,complete
enrolled_and_partial/by_determined_dx/1_PSP,Demographic,26,complete
enrolled_and_partial/by_determined_dx/1_PSP,EHI,6,complete
enrolled_and_partial/by_determined_dx/1_PSP,Epidemiological,30,no_completion_col
enrolled_and_partial/by_determined_dx/1_PSP,Fatigue Severity Scale,2,complete
enrolled_and_partial/by_determined_dx/1_PSP,FrSBe,0,complete
enrolled_and_partial/by_determined_dx/1_PSP,MBIC,3,complete
enrolled_and_partial/by_determined_dx/1_PSP,MBIC (CaPRI),5,complete
enrolled_and_partial/by_determined_dx/1_PSP,MDS-UPDRS,21,complete
enrolled_and_partial/by_determined_dx/1_PSP,MDS-UPDRS-1,0,complete
enrolled_and_partial/by_determined_dx/1_PSP,Medication,27,complete
enrolled_and_partial/by_determined_dx/1_PSP,MoCA,24,complete
enrolled_and_partial/by_determined_dx/1_PSP,MoCA-1,1,complete
enrolled_and_partial/by_determined_dx/1_PSP,MoCA-2,0,complete
enrolled_and_partial/by_determined_dx/1_PSP,Neuropsychological,8,complete
enrolled_and_partial/by_determined_dx/1_PSP,Neuropsychological (CaPRI),0,complete
enrolled_and_partial/by_determined_dx/1_PSP,Neuropsychological V02,1,complete
enrolled_and_partial/by_determined_dx/1_PSP,PDQ 39,7,complete
enrolled_and_partial/by_determined_dx/1_PSP,PDQ 8,2,complete
enrolled_and_partial/by_determined_dx/1_PSP,Parkinson Severity Scale,2,complete
enrolled_and_partial/by_determined_dx/1_PSP,SCOPA,2,complete
enrolled_and_partial/by_determined_dx/1_PSP,Schwab & England,2,complete
enrolled_and_partial/by_determined_dx/1_PSP,Timed Up Go,2,complete
enrolled_and_partial/by_determined_dx/1_PSP,UPDRS 1.2 part 3,0,complete
enrolled_and_partial/by_determined_dx/2_MSA,enrollment,21,
enrolled_and_partial/by_determined_dx/2_MSA,Apathy Evaluation Informant,0,complete
enrolled_and_partial/by_determined_dx/2_MSA,Apathy Evaluation Self,0,complete
enrolled_and_partial/by_determined_dx/2_MSA,Apathy Scale,0,complete
enrolled_and_partial/by_determined_dx/2_MSA,BAI,1,complete
enrolled_and_partial/by_determined_dx/2_MSA,BDII,2,complete
enrolled_and_partial/by_determined_dx/2_MSA,Clinical,18,complete
enrolled_and_partial/by_determined_dx/2_MSA,Demographic,19,complete
enrolled_and_partial/by_determined_dx/2_MSA,EHI,4,complete
enrolled_and_partial/by_determined_dx/2_MSA,Epidemiological,21,no_completion_col
enrolled_and_partial/by_determined_dx/2_MSA,Fatigue Severity Scale,0,complete
enrolled_and_partial/by_determined_dx/2_MSA,FrSBe,0,complete
enrolled_and_partial/by_determined_dx/2_MSA,MBIC,3,complete
enrolled_and_partial/by_determined_dx/2_MSA,MBIC (CaPRI),4,complete
enrolled_and_partial/by_determined_dx/2_MSA,MDS-UPDRS,10,complete
enrolled_and_partial/by_determined_dx/2_MSA,MDS-UPDRS-1,0,complete
enrolled_and_partial/by_determined_dx/2_MSA,Medication,18,complete
enrolled_and_partial/by_determined_dx/2_MSA,MoCA,10,complete
enrolled_and_partial/by_determined_dx/2_MSA,MoCA-1,1,complete
enrolled_and_partial/by_determined_dx/2_MSA,MoCA-2,0,complete
enrolled_and_partial/by_determined_dx/2_MSA,Neuropsychological,4,complete
enrolled_and_partial/by_determined_dx/2_MSA,Neuropsychological (CaPRI),1,complete
enrolled_and_partial/by_determined_dx/2_MSA,Neuropsychological V02,0,complete
enrolled_and_partial/by_determined_dx/2_MSA,PDQ 39,4,complete
enrolled_and_partial/by_determined_dx/2_MSA,PDQ 8,0,complete
enrolled_and_partial/by_determined_dx/2_MSA,Parkinson Severity Scale,0,complete
enrolled_and_partial/by_determined_dx/2_MSA,SCOPA,0,complete
enrolled_and_partial/by_determined_dx/2_MSA,Schwab & England,0,complete
enrolled_and_partial/by_determined_dx/2_MSA,Timed Up Go,1,complete
enrolled_and_partial/by_determined_dx/2_MSA,UPDRS 1.2 part 3,1,complete
enrolled_and_partial/by_determined_dx/3_CBS,enrollment,3,
enrolled_and_partial/by_determined_dx/3_CBS,Apathy Evaluation Informant,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,Apathy Evaluation Self,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,Apathy Scale,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,BAI,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,BDII,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,Clinical,3,complete
enrolled_and_partial/by_determined_dx/3_CBS,Demographic,3,complete
enrolled_and_partial/by_determined_dx/3_CBS,EHI,2,complete
enrolled_and_partial/by_determined_dx/3_CBS,Epidemiological,3,no_completion_col
enrolled_and_partial/by_determined_dx/3_CBS,Fatigue Severity Scale,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,FrSBe,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,MBIC,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,MBIC (CaPRI),2,complete
enrolled_and_partial/by_determined_dx/3_CBS,MDS-UPDRS,1,complete
enrolled_and_partial/by_determined_dx/3_CBS,MDS-UPDRS-1,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,Medication,3,complete
enrolled_and_partial/by_determined_dx/3_CBS,MoCA,1,complete
enrolled_and_partial/by_determined_dx/3_CBS,MoCA-1,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,MoCA-2,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,Neuropsychological,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,Neuropsychological (CaPRI),0,complete
enrolled_and_partial/by_determined_dx/3_CBS,Neuropsychological V02,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,PDQ 39,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,PDQ 8,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,Parkinson Severity Scale,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,SCOPA,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,Schwab & England,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,Timed Up Go,0,complete
enrolled_and_partial/by_determined_dx/3_CBS,UPDRS 1.2 part 3,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,enrollment,9,
enrolled_and_partial/by_determined_dx/4_DLB,Apathy Evaluation Informant,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,Apathy Evaluation Self,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,Apathy Scale,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,BAI,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,BDII,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,Clinical,9,complete
enrolled_and_partial/by_determined_dx/4_DLB,Demographic,9,complete
enrolled_and_partial/by_determined_dx/4_DLB,EHI,2,complete
enrolled_and_partial/by_determined_dx/4_DLB,Epidemiological,9,no_completion_col
enrolled_and_partial/by_determined_dx/4_DLB,Fatigue Severity Scale,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,FrSBe,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,MBIC,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,MBIC (CaPRI),1,complete
enrolled_and_partial/by_determined_dx/4_DLB,MDS-UPDRS,8,complete
enrolled_and_partial/by_determined_dx/4_DLB,MDS-UPDRS-1,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,Medication,9,complete
enrolled_and_partial/by_determined_dx/4_DLB,MoCA,8,complete
enrolled_and_partial/by_determined_dx/4_DLB,MoCA-1,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,MoCA-2,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,Neuropsychological,2,complete
enrolled_and_partial/by_determined_dx/4_DLB,Neuropsychological (CaPRI),0,complete
enrolled_and_partial/by_determined_dx/4_DLB,Neuropsychological V02,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,PDQ 39,7,complete
enrolled_and_partial/by_determined_dx/4_DLB,PDQ 8,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,Parkinson Severity Scale,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,SCOPA,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,Schwab & England,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,Timed Up Go,0,complete
enrolled_and_partial/by_determined_dx/4_DLB,UPDRS 1.2 part 3,0,complete
enrolled_and_partial/by_determined_dx/6_ET,enrollment,15,
enrolled_and_partial/by_determined_dx/6_ET,Apathy Evaluation Informant,0,complete
enrolled_and_partial/by_determined_dx/6_ET,Apathy Evaluation Self,0,complete
enrolled_and_partial/by_determined_dx/6_ET,Apathy Scale,0,complete
enrolled_and_partial/by_determined_dx/6_ET,BAI,0,complete
enrolled_and_partial/by_determined_dx/6_ET,BDII,0,complete
enrolled_and_partial/by_determined_dx/6_ET,Clinical,9,complete
enrolled_and_partial/by_determined_dx/6_ET,Demographic,8,complete
enrolled_and_partial/by_determined_dx/6_ET,EHI,0,complete
enrolled_and_partial/by_determined_dx/6_ET,Epidemiological,15,no_completion_col
enrolled_and_partial/by_determined_dx/6_ET,Fatigue Severity Scale,0,complete
enrolled_and_partial/by_determined_dx/6_ET,FrSBe,0,complete
enrolled_and_partial/by_determined_dx/6_ET,MBIC,1,complete
enrolled_and_partial/by_determined_dx/6_ET,MBIC (CaPRI),0,complete
enrolled_and_partial/by_determined_dx/6_ET,MDS-UPDRS,2,complete
enrolled_and_partial/by_determined_dx/6_ET,MDS-UPDRS-1,0,complete
enrolled_and_partial/by_determined_dx/6_ET,Medication,8,complete
enrolled_and_partial/by_determined_dx/6_ET,MoCA,7,complete
enrolled_and_partial/by_determined_dx/6_ET,MoCA-1,0,complete
enrolled_and_partial/by_determined_dx/6_ET,MoCA-2,0,complete
enrolled_and_partial/by_determined_dx/6_ET,Neuropsychological,7,complete
enrolled_and_partial/by_determined_dx/6_ET,Neuropsychological (CaPRI),0,complete
enrolled_and_partial/by_determined_dx/6_ET,Neuropsychological V02,0,complete
enrolled_and_partial/by_determined_dx/6_ET,PDQ 39,6,complete
enrolled_and_partial/by_determined_dx/6_ET,PDQ 8,0,complete
enrolled_and_partial/by_determined_dx/6_ET,Parkinson Severity Scale,0,complete
enrolled_and_partial/by_determined_dx/6_ET,SCOPA,0,complete
enrolled_and_partial/by_determined_dx/6_ET,Schwab & England,0,complete
enrolled_and_partial/by_determined_dx/6_ET,Timed Up Go,1,complete
enrolled_and_partial/by_determined_dx/6_ET,UPDRS 1.2 part 3,1,complete
enrolled_and_partial/by_determined_dx/7_RBD,enrollment,20,
enrolled_and_partial/by_determined_dx/7_RBD,Apathy Evaluation Informant,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,Apathy Evaluation Self,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,Apathy Scale,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,BAI,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,BDII,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,Clinical,5,complete
enrolled_and_partial/by_determined_dx/7_RBD,Demographic,8,complete
enrolled_and_partial/by_determined_dx/7_RBD,EHI,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,Epidemiological,20,no_completion_col
enrolled_and_partial/by_determined_dx/7_RBD,Fatigue Severity Scale,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,FrSBe,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,MBIC,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,MBIC (CaPRI),0,complete
enrolled_and_partial/by_determined_dx/7_RBD,MDS-UPDRS,6,complete
enrolled_and_partial/by_determined_dx/7_RBD,MDS-UPDRS-1,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,Medication,4,complete
enrolled_and_partial/by_determined_dx/7_RBD,MoCA,6,complete
enrolled_and_partial/by_determined_dx/7_RBD,MoCA-1,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,MoCA-2,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,Neuropsychological,2,complete
enrolled_and_partial/by_determined_dx/7_RBD,Neuropsychological (CaPRI),0,complete
enrolled_and_partial/by_determined_dx/7_RBD,Neuropsychological V02,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,PDQ 39,1,complete
enrolled_and_partial/by_determined_dx/7_RBD,PDQ 8,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,Parkinson Severity Scale,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,SCOPA,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,Schwab & England,0,complete
enrolled_and_partial/by_determined_dx/7_RBD,Timed Up Go,3,complete
enrolled_and_partial/by_determined_dx/7_RBD,UPDRS 1.2 part 3,0,complete
