rank,feature,mean_abs_shap
1,study_visit_age,0.40381
2,first_sx_tremor,0.32633
3,smell,0.30315
4,dreams,0.29292
5,bradykinesia_mean,0.2848
6,moca_total,0.21003
7,gender,0.18642
8,yrs_education,0.18348
9,updrs_3_14,0.17644
10,symptom_asymmetry,0.16922
11,moca_attention,0.15659
12,pdq39_communication,0.15604
13,pdq39_mobility,0.13449
14,updrs_3_10,0.11914
15,updrs_2_8,0.11905
16,updrs_2_1,0.09993
17,updrs_2_12,0.09701
18,updrs_2_7,0.08763
19,moca_visuosp,0.07886
20,comorbidities,0.06858
